display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Alison Willmore,BuzzFeed News,"Spectre is sloppier than other recent Bonds, but it also feels like it's exhausted the idea that fueled the franchise's relaunch -- darker and more realistic can only last so long when it's paired with a rotating cast of Bond girls and supervillains.",|,"Nov 9, 2015"
Tony Medley,Tolucan Times,"There's only one person alive who can kill James Bond; Daniel Craig...gone are most of the womanizing, gags, and double-entendres. Craig turns this into a straight action film...but it's still a good actioner with great locations and cinematography.","| Original Score: 9/10
                
                |","Nov 9, 2015"
Adrián Ruiz,Excelsior (MX),"The formula still works, even if the movie is a little too long. [Full review in Spanish]",|,"Nov 9, 2015"
Tom Glasson,Concrete Playground,"It's no Skyfall, but SPECTRE still contains all the elements of a classic Bond.","| Original Score: 3/5
                
                |","Nov 9, 2015"
Frederic and Mary Ann Brussat,Spirituality & Practice,The 24th Bond film in which the macho hero addicted to peril must choose between the path of revenge or love.,"| Original Score: 4/5
                
                |","Nov 9, 2015"
Gonzalo Lira Galván,Cinema Movil,An efective movie when it comes to entertaining but dissapointing on plot development and interaction of it's characters. [Full review in Spanish],"| Original Score: 2.5/5
                
                |","Nov 9, 2015"
Sofía Huerta,Butaca Ancha,This movie is proof of what we've been hearing now for a while: Daniel Craig might be the best Bond ever. [Full review in Spanish],|,"Nov 9, 2015"
Mikel Zorrilla,Espinof,"Spectre is the most ""Bond"" film of the bunch, but it's not better than Skyfall. [Full review in Spanish]",|,"Nov 9, 2015"
Sergio Benítez,Espinof,"Poor dialogue, predictable scenes and even more predictable and useless characters in predictable situations. [Full review inSpanish]",|,"Nov 9, 2015"
Anthony Lane,New Yorker,"I regard it as a ravishing exercise in near-despair, with Bond beset by the suspicion that, were he to desist, both his character and his cause would be unmasked as a void. Killing is his living, and his proof of life.",|,"Nov 9, 2015"
Kevin Carr,Fat Guys at the Movies,"If you're just going for the spectacle, Spectre is perfectly fine. The problems stem from its script, which is simultaneously overwritten and underwritten.","| Original Score: 3/5
                
                |","Nov 8, 2015"
Andrew L. Urban,Urban Cinefile,The glance backwards by the writers signals a kind of watershed in the development of the new Bond since Daniel Craig slipped his Baretta into 007's shoulder holster,|,"Nov 8, 2015"
Louise Keller,Urban Cinefile,Everything is there ready for tasting - it's a Bond degustation,|,"Nov 8, 2015"
Luke Goodsell,Movie Mezzanine,"Gone is the mysterious Bond-as-cipher, replaced by unpleasant, Marvel-indebted universe-building in which all the pieces of previous films must tiresomely fit together.","| Original Score: 2/4
                
                |","Nov 8, 2015"
Evan Griffin,The Young Folks,"...the old school ideas in Spectre don't mesh with Daniel Craig's grounded version of the character... These moments don't make James Bond look like an expert, they make him look like he's out of his mind.","| Original Score: 7/10
                
                |","Nov 8, 2015"
Cole Smithey,ColeSmithey.com,"[VIDEO ESSAY] ""Spectre"" is an incredibly entertaining and fun movie. Isn't that what it's all about?","| Original Score: A-
                
                |","Nov 8, 2015"
Dennis Schwartz,Dennis Schwartz Movie Reviews,The franchise is still doing well after 53 years of following the same formula.,"| Original Score: B-
                
                |","Nov 7, 2015"
Scott Nash,Three Movie Buffs,"Beautifully filmed with plenty of action, but missing a sense of fun.","| Original Score: 3/4
                
                |","Nov 7, 2015"
Christopher Orr,The Atlantic,Dazzles early and fizzles late...Bond is not Batman; he does not need an origin story.,|,"Nov 7, 2015"
Al Alexander,The Patriot Ledger,"His name is Bond, but it may as well be Bland considering how lethargic Daniel Craig is in going through the motions of playing a character he's obviously tired of playing.","| Original Score: C+
                
                |","Nov 7, 2015"
Tony Macklin,tonymacklin.net,"SPECTRE is like a strand of pearls. They're shiny, but they're artificial.","| Original Score: 2.0/5
                
                |","Nov 7, 2015"
Pablo Villaça,Cinema em Cena,"Moderadamente divertido, mas facilmente esquecível.","| Original Score: 3/5
                
                |","Nov 7, 2015"
Rob Vaux,Sci-Fi Movie Page,"Like pizza, Bond is good even when he's bad, and Spectre is a long way from bad. But after the glory that was Skyfall, returning director Sam Mendes seems unsure of where to take the character.","| Original Score: 3/5
                
                |","Nov 7, 2015"
Eric D. Snider,EricDSnider.com,What kind of monster casts Christoph Waltz as a villain and then hardly uses him?!,"| Original Score: C+
                
                |","Nov 6, 2015"
Annlee Ellingson,L.A. Biz,"007's most personal mission yet ironically fails to inspire an emotional response, and its creepy Octopussy-themed credits and outdated sexual mores are frustratingly passé.",|,"Nov 6, 2015"
Erick Estrada,Cinegarage,"Cold? Yes, this is a cold movie, but so is the past and memories. This is a movie about the last remaining hidden memories James Bond has. And also, saying goodbye can be very cold. [Full review in Spanish]",|,"Nov 6, 2015"
Jeanne Kaplan,Kaplan vs. Kaplan,"""Spectre"" is, like ""Skyfall"", waaaaayyyyyy too long, with a story that is significantly less than intriguing.",|,"Nov 6, 2015"
David Kaplan,Kaplan vs. Kaplan,"Despite some well-choreographed sequences --- the movie's opening in Mexico City is typically frenetic of Bond films, and the helicopter episode is harrowing --- Agent 007 needs to retire. There is nothing unique or original left to do with the franchise.",|,"Nov 6, 2015"
Mario P. Székely,Siete24.mx,"This might be Craig's last run as Bond, but the movie is a great farewell for the actor. [Full review in Spanish]",|,"Nov 6, 2015"
Javier Porta Fouz,La Nación (Argentina),"The new Bond movie has a great opening sequence, full of action and vertigo, but after that it seems like it looses the inspiration. [Full review in Spanish]",|,"Nov 6, 2015"
Lucero Solórzano,Excelsior (MX),The movie starts with a spectacular opening scene and then it progressively starts to loose momentun till the final act where it picks up again. [Full review in Spanish],|,"Nov 6, 2015"
Lucero Calderón,Excelsior (MX),"This new entry of the Bond saga continues the tradition of giving us action, car chases, exotic women and awesome tech to finish the mision. [Full review in Spanish]",|,"Nov 6, 2015"
Matthew Lickona,San Diego Reader,There are signs of Bond bloat within many of the action sequences - it must be hard to trim such extravagant footage - but they are at least partly overcome by an increase in levity.,"| Original Score: 2/5
                
                |","Nov 6, 2015"
Kofi Outlaw,Screen Rant,"Unfortunately, Spectre is to Skyfall what Quantum of Solace was to Casino Royale; that is to say: less inspired in just about every way.","| Original Score: 2.5/5
                
                |","Nov 6, 2015"
Rubin Safaya,Cinemalogue,"If SKYFALL had hints of Mamet, SPECTRE has heaping servings of Bay with slightly more interesting location shoots.","| Original Score: C-
                
                |","Nov 6, 2015"
Jonathan Romney,Film Comment Magazine,The problem may be that Mendes is trying to offset the inherent pulpiness of the series by playing up the class.,|,"Nov 6, 2015"
Robert Horton,"HeraldNet (Everett, WA)","Some of the episodes are faintly absurd, but then this is a James Bond movie.","| Original Score: 3/4
                
                |","Nov 6, 2015"
Mike McGranaghan,Aisle Seat,"The franchise has always relied on megalomaniacal villains, ticking clocks, and narrow escapes. Spectre spins those things in a slightly more offbeat way that may irritate some Bond purists, but which plays as both homage and reinvention.","| Original Score: 3/4
                
                |","Nov 6, 2015"
Mathew DeKinder,Suburban Journals of St. Louis,"""Spectre"" is still an above-average entry into the series, although of Craig's Bond movies, I would still rank it behind ""Skyfall"" and ""Casino Royale.""","| Original Score: 3.5/5
                
                |","Nov 6, 2015"
Luis Fernando Galván,En Filme,"A subtle and brief cinematic exploration of how rudimentary secret services fit in a world full of information, speed and new technologies. [Full review in Spanish]","| Original Score: 3/5
                
                |","Nov 6, 2015"
Alejandro Alemán,El Universal,"The most somber, dark and full of hopelessness Bond movie of all time. [Full review in Spanish]",|,"Nov 6, 2015"
Oswaldo Betancourt Lozano,Chilango.com,"It's entertaining and worth seeing, even with the excess of hype. [Full review in Spanish]","| Original Score: 3/5
                
                |","Nov 6, 2015"
Robin Clifford,Reeling Reviews,"Fans will flock to ""Spectre,"" which is a must for a film reportedly costing upwards to $300000000.","| Original Score: B
                
                |","Nov 6, 2015"
David Stratton,The Australian,"Spectre falls somewhere in the middle; it's not as routine as some of the Roger Moore films, but it falls short of the high standard set by the earlier Craig films and almost all the Connery films.","| Original Score: 3/5
                
                |","Nov 6, 2015"
Laura Clifford,Reeling Reviews,"...certainly better than Craig's second outing, ""Quantum of Solace,"" but it's pretty much business as usual just when the ante should be upped.","| Original Score: C+
                
                |","Nov 6, 2015"
Peter Rainer,Christian Science Monitor,"If one of the most successful and long-running franchises in movie history wants to keep pumping, it's once again time to change the formula.","| Original Score: C+
                
                |","Nov 6, 2015"
Neil Pond,Parade Magazine,"The 24th movie since 'Dr. No' began the franchise in 1962 may reflect on the past and even gaze into the grave, but it's vibrantly, expressively, emotionally alive and very much in step with today.","| Original Score: 3.5/4
                
                |","Nov 6, 2015"
Anita Katz,San Francisco Examiner,"While this movie doesn't equal that 2012 film or Craig's Bond debut Casino Royale for its suspense or emotional impact, it's fine escapist entertainment, with plenty of references to all things Bond to delight enthusiasts.","| Original Score: 3/4
                
                |","Nov 6, 2015"
Peter Suderman,Vox,"It's just too bad the rest of Spectre is such a disappointment -- relative not just to its opening scene, but to other recent Bond films.","| Original Score: 2/5
                
                |","Nov 6, 2015"
Will Leitch,Deadspin,"Spectre, perhaps inevitably, is a step backward, an inexorable creep toward the eeeeeeevil, cat-petting, be-monocled, Fallacy of the Talking Killer-abusing Bond franchise we'd all agreed to move on from.","| Original Score: C+
                
                |","Nov 6, 2015"
Alison Gillmor,Winnipeg Free Press,"Spectre is a solid Bond outing, with strong performances and eye-catching spectacle, but it spends so much time trying to fulfill its complex mandate that it's never able to enjoy itself.","| Original Score: 3/5
                
                |","Nov 6, 2015"
Kirk Baird,Toledo Blade,"After soaring to new heights in Skyfall, James Bond comes crashing down in the hotly anticipated Spectre.","| Original Score: 2/5
                
                |","Nov 6, 2015"
Josh Terry,Deseret News (Salt Lake City),"Spectre doesn't offer much in the way of new material, but in a series known for its iconic tropes, the challenge is making the familiar feel fresh. Spectre mines those tropes well.","| Original Score: 3/4
                
                |","Nov 6, 2015"
Michelle Alexandria,Eclipse Magazine,Spectre at times feels more like a travelogue of stunning photography than an actual movie. It's one of the most gorgeous looking films I've seen all year.,"| Original Score: B
                
                |","Nov 6, 2015"
James Verniere,Boston Herald,"A disappointment after Skyfall, but it has its moments. The cast is terrific, although Dench is tough act to follow.","| Original Score: B
                
                |","Nov 6, 2015"
S. Jhoanna Robledo,Common Sense Media,"Fast-paced thriller is high on action, lighter on emotion.","| Original Score: 3/5
                
                |","Nov 6, 2015"
John Wirt,"Advocate (Baton Rouge, LA)","Heavy on homage, short on originality.","| Original Score: 2.5/4
                
                |","Nov 6, 2015"
Christian Toto,LifeZette.com,"A nefarious Bond villain apparently stole the Spectre script and reduced Oscar winner Christoph Waltz's role to a sad, super-sized cameo.","| Original Score: 2/4
                
                |","Nov 6, 2015"
Bill Clark,FromTheBalcony,"Spectre, despite its lush locales and trademark superb action set pieces, is a mostly downtrodden, robotic exercise in wild goose chase plotting.","| Original Score: C-
                
                |","Nov 6, 2015"
Daniel M. Kimmel,North Shore Movies,They're still following the philosophy for the series established by the late producer Albert R. Broccoli: all the money spent for the film is up on the screen.,"| Original Score: 4/5
                
                |","Nov 6, 2015"
Pete Vonder Haar,Houston Press,"There's an undeniable sense of finality in Spectre, with no clear path forward and an uncharacteristically (for the most recent movies) upbeat ending.","| Original Score: 3.5/5
                
                |","Nov 6, 2015"
Rebecca Murray,Showbiz Junkies,[Christoph] Waltz is the cowbell of Spectre...you can never have too much Waltz.,"| Original Score: C
                
                |","Nov 6, 2015"
Gary Wolcott,Tri-City Herald,"I'm in the minority but Bond 24 looks like Bond 23, Bond 22, Bond ... etc. And it wastes Christoph Waltz who could have given us a villain as good as Gert Frobe's Goldfinger.","| Original Score: 2.5/5
                
                |","Nov 6, 2015"
Jim Judy,Screen It!,"Earns a recommendation, but only due to a number of action set pieces that are far better individually than the collective whole. (Full Content Review - Sex, Violence, Profanity, etc. - for Parents also available)",|,"Nov 6, 2015"
Matthew Razak,Flixist.com,"If you didn't see Spectre, in all it's incredibly traditional Bond glory, coming you weren't paying attention. The questions is are the old ways really better?","| Original Score: 70/100
                
                |","Nov 6, 2015"
Jonathan W. Hickman,Daily Film Fix,"Starting in Mexico City with an opening sequence that rates as one of the series best, ""Spectre"" works when the action sequences take their time. Unfortunately, the film's closing third is rushed and surprisingly dim-witted.","| Original Score: 6/10
                
                |","Nov 6, 2015"
Willie Waffle,WaffleMovies.com,"He was the Bond of his generation, and Craig should be proud of that.","| Original Score: 3/4
                
                |","Nov 6, 2015"
Kurt Loder,Reason Online,"If Daniel Craig actually were contemplating an exit from the James Bond franchise, Spectre would be a handy off-ramp.",|,"Nov 6, 2015"
Luke Y. Thompson,The Robot's Voice,"If you're among the masses who adored Skyfall, I can see why Spectre might feel like a comedown. Now let me tell you why, for me, it is a wonderful course-correction.",|,"Nov 6, 2015"
Cameron Williams,The Popcorn Junkie,A stunning case for why Bond still matters.,|,"Nov 6, 2015"
Anders Wright,San Diego Union-Tribune,"Craig turned the character into a dark, brooding, unhappy creature, but here he's really more bland than Bond, a shadow of his former self.","| Original Score: 2.5/4
                
                |","Nov 6, 2015"
Tom Long,Detroit News,"For the most part, it's efficient-enough Bond fare - overlong car chases, beautiful women in eternal danger, crazy stunts, suave cool under fire. Nice fitting suits.","| Original Score: B-
                
                |","Nov 6, 2015"
Gary Thompson,Philadelphia Daily News,"Craig says he's tired of playing Bond, and it shows. He looks constipated. Maybe they should have called it ""Sphincter.""",|,"Nov 6, 2015"
Simon Miraudo,Student Edge,No Bond movie is as good as the first ten minutes of this Bond movie. The problem is there's 140 additional minutes of Bond movie that follow.,"| Original Score: 3.5/5
                
                |","Nov 6, 2015"
Dustin Putman,TheFilmFile.com,"Delivering tautly designed thrills, handsome production values, and welcome shades of personality, ""Spectre"" is savvy commercial moviemaking with the right amount of edge to stand out from the crowd.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Rob Thomas,Madison Movie,"""Spectre"" contains clever action sequences, spectacular locales, colorful baddies, and another assured performance by Craig in his fourth outing as 007. It's just that the suit fits him maybe a little too well this time.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Jeffrey Lyles,Lyles' Movie Files,"An entertaining adventure mostly successful at bringing the early spirit of villains, gadgets and gear to Craig's grittier, realistic take on Bond.","| Original Score: 8/10
                
                |","Nov 5, 2015"
David Medsker,Bullz-Eye.com,The villains of Spectre self-servingly repeat the mantra that technology has evolved to the point where the world doesn't need 00 agents anymore. The ultimate irony of Spectre is that it inadvertently proves that the villains are right.,|,"Nov 5, 2015"
Jason Gorber,That Shelf,"The ghosts laid out in Spectre are put to rest, and if the process isn't quite as seamless as one would hope, there's still a satisfaction of seeing the man shaking it up, if not quite stirring our hearts.","| Original Score: B
                
                |","Nov 5, 2015"
Bob Bloom,"Journal and Courier (Lafayette, IN)","Despite all the ingredients that Bond fans savor, ""Spectre"" feels like a step backward. We've seen it all before, and many Bond filmmakers have done it better.","| Original Score: 2.5/4
                
                |","Nov 5, 2015"
Nell Minow,Movie Mom,"If this chapter, reportedly Craig's last as Bond, is not up to the ""Skyfall"" level, it is still a solid entry in this series.","| Original Score: B+
                
                |","Nov 5, 2015"
Michael Smith,Tulsa World,The execution of the Bond-movie elements are so flawless that they don't feel formulaic. The chemistry of the characters is so natural that we're able to enjoy these characters like we're among friends.,"| Original Score: 3.5/4
                
                |","Nov 5, 2015"
Josh Larsen,LarsenOnFilm,"...the exhausted entry in the James Bond franchise, certainly the most exhausted of the Daniel Craig era.","| Original Score: 1.5/4
                
                |","Nov 5, 2015"
Pablo O. Scholz,Clarín,"The new Bond movie is good, but not as good as ""Skyfall"". [Full review in Spanish]",|,"Nov 5, 2015"
Carlos Del Río,Cine Premiere,A perfectly produced film that goes through the traits of the Bond formula. [Full review in Spanish],"| Original Score: 4/4
                
                |","Nov 5, 2015"
James Berardinelli,ReelViews,"In the end, this solid Bond does justice to the character's long legacy while paying due diligence to what he has become under Daniel Craig's stewardship.","| Original Score: 3/4
                
                |","Nov 5, 2015"
David Edelstein,New York Magazine/Vulture,"The result is fun, even if it's a mishmash, leaving you shaken, not stirred.",|,"Nov 5, 2015"
Leonard Maltin,leonardmaltin.com,"Landing short of the ""Skyfall"" bar, ""Spectre"" still glides in at an above average action fare film.",|,"Nov 5, 2015"
Jeffrey M. Anderson,Combustible Celluloid,"Even if it's less gloriously beautiful than its predecessor, the new movie is a little warmer, and also includes a pretty basic, but powerful and relevant ... argument against surveillance.","| Original Score: 3.5/4
                
                |","Nov 5, 2015"
Isaac Chotiner,Slate,"By the time Spectre reaches its conclusion, the backstory has become so fraught, the motives so unclear, and the layers of scheming by the villains so convoluted that it's exhausting.",|,"Nov 5, 2015"
Erin Free,FILMINK (Australia),A rock-solid Bond flick that would have been hailed an immediate winner if it weren't for the fact that it has to shudder and shake in the darkness of the enormous shadow cast by its predecessor.,"Full Review
                
                
                |","Nov 5, 2015"
Chris Klimek,NPR,A gorgeous and dreamlike but ultimately frustrating Bond film. I blame Mendes.,|,"Nov 5, 2015"
Andrea Chase,Killer Movie Reviews,"The film is haunted by ghosts of previous Bond films, slipping back into the formulaic action/adventure genre with a script that's a little creaky, but there's enough wit and panache to keep it chugging along.","| Original Score: 4/5
                
                |","Nov 5, 2015"
Mark Dujsik,Mark Reviews Movies,"The plot is a lot of wheel-spinning, slowly and unsurely inching Bond closer to the bad guy.","| Original Score: 2/4
                
                |","Nov 5, 2015"
Ty Burr,Boston Globe,"""Spectre"" is a movie that wants to have fun but simply doesn't know how.","| Original Score: 2/4
                
                |","Nov 5, 2015"
Bob Mondello,NPR,It remains a decently robust and entertaining mid-level Bond movie - just one that's haunted by the specter of its predecessor.,"| Original Score: 7/10
                
                |","Nov 5, 2015"
Joe Morgenstern,Wall Street Journal,"""Spectre"" is full of not-good things, and some oppressively bad things that may come to feel like drill bits twirling in your skull.",|,"Nov 5, 2015"
Bill Gibron,Film Racket,Casual fans will wonder what all the complaining is about. Obsessives already know why Spectre is far from fantastic.,"| Original Score: 3.5/5
                
                |","Nov 5, 2015"
Steven Rea,Philadelphia Inquirer,"It's business as usual, even if that business is pulled off with brilliant precision, ingeniously choreographed action, and an itinerary boasting some of the most photogenic spots on Earth.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Chris Knight,National Post,"We go to these movies to watch Bond suffer (though not too much), get the girl, get his man and get to live another day. Whether or not Craig decides to hang up the Walther PPK, it's a safe bet that James Bond will return.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Stephen Rebello,Playboy Online,"Sure, the action sequences are thrilling. But the emotional intensity and gravitas of Skyfall are missing, and that makes the movie feel more like a string of highlights than a satisfying whole.","| Original Score: 2.5/4
                
                |","Nov 5, 2015"
Rick Bentley,Fresno Bee,"Until this misstep, Craig had been one of the top actors to play the British spy. His lack of energy, coupled with the long list of other miscues, leaves Spectre bland, very bland.","| Original Score: 1.5/4
                
                |","Nov 5, 2015"
John Beifuss,"Commercial Appeal (Memphis, TN)","Having established Bond as Death, the rest of 'Spectre' works to restore the secret agent's humanity. The result is the product of filmmakers who presume their thoughtful approach has elevated the franchise. I've never enjoyed a Bond film less.","| Original Score: 2.5/4
                
                |","Nov 5, 2015"
Ben Sachs,Chicago Reader,"This James Bond outing begins with a stunning set piece in which the hero, played by Daniel Craig, takes down a terrorist cell amid Day of the Dead festivities in Mexico City.",|,"Nov 5, 2015"
Josh Kupecki,Austin Chronicle,"A drab, anemic machine, Spectre, may bring the spectacle, but it lacks a soul.","| Original Score: 2.5/5
                
                |","Nov 5, 2015"
Kate Taylor,Globe and Mail,"A Bond movie is all about delivering on expectations: to enjoy it you have to be pleased rather than frustrated by its predictability. In that regard, Spectre... can be deemed a solid success","| Original Score: 3/4
                
                |","Nov 5, 2015"
Calvin Wilson,St. Louis Post-Dispatch,"""Spectre"" isn't bad - just slightly disappointing.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Frank Swietek,One Guy's Opinion,An episodic chain of high-octane set-pieces that gets increasingly winded as it drags on.,"| Original Score: C+
                
                |","Nov 5, 2015"
Brian Orndorf,Blu-ray.com,"James Bond has returned, but he often looks as though he'd rather be anywhere but in this movie.","| Original Score: C-
                
                |","Nov 5, 2015"
Charles Koplinski,Illinois Times,"""Spectre"" a mere shadow of Bond greatness.","| Original Score: 2.0/4.0
                
                |","Nov 5, 2015"
Dann Gire,Chicago Daily Herald,"The head of the British secret service, M, once famously referred to agent 007 as ""a blunt instrument."" Consider SPECTRE a blunted one.","| Original Score: 2.5/4
                
                |","Nov 5, 2015"
Kristian M. Lin,Fort Worth Weekly,"Forming a neatly rounded-off tetralogy with the previous three James Bond movies, Spectre sure feels like the end of the line for Daniel Craig as the storied secret agent. If it indeed is, the 47-year-old actor can depart proudly.",|,"Nov 5, 2015"
Peter Howell,Toronto Star,"What pulls together the story's many tentacles is the unflappable Craig, a less-is-more actor who has evolved his Bond from the ""blunt instrument"" of Casino Royale into the ""good man"" of Spectre.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Joe Neumaier,TIME Magazine,"Mendes, a cerebral director who balances action and erudition, lets us savor every conspiracy, chase and exotic locale.",|,"Nov 5, 2015"
Chris Bumbray,JoBlo's Movie Network,"While not quite up to the Casino Royale or Skyfall standard, Spectre is nonetheless a rock-solid James Bond outing. Impeccably crafted on a technical level.","| Original Score: 8/10
                
                |","Nov 5, 2015"
Nick Schager,Paste Magazine,"Spectre's dearth of surprises proves a death knell for its drama, since it means that most of what occurs throughout its story is merely filler in service of telegraphed bombshells.","| Original Score: 3.9/10
                
                |","Nov 5, 2015"
Chris Hewitt,St. Paul Pioneer Press,"If, as he has suggested, ""Spectre"" is Daniel Craig's final outing as James Bond, then it is a very snappy send-off, indeed.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Nov 5, 2015"
Radheyan Simonpillai,AskMen.com,"Ace visuals and simmering performances from Daniel Craig and Lea Seydoux, as a reluctant Bond girl, divert attention from the cockamamie plot and backstory cooked up for Christoph Waltz's shadowy and excruciatingly foreshadowed villain.","| Original Score: 2/4
                
                |","Nov 5, 2015"
Ann Hornaday,Washington Post,"We don't expect a James Bond film to be deep, but at least we should be dazzled by the seductive gloss of its surfaces. Aside from that stunning opening sequence, this installment feels overcompensating and dutiful.","| Original Score: 0/4
                
                |","Nov 5, 2015"
Daniel Eagan,Film Journal International,"Repeats bits and even characters from the earlier films, hoping viewers won't notice, or that lightning will strike again.",|,"Nov 5, 2015"
Rex Reed,Observer,"We've seen it all before. Despite a plot trajectory that changes so often they seem to be making it up as they go along, everyone on and off the screen seems to be doing it by the numbers.","| Original Score: 2/4
                
                |","Nov 5, 2015"
Jeff Baker,Oregonian,"It's ""Thunderball"" without the light touch and the boring underwater scenes. Not bad, no need to wake Roger Moore from his mid-morning nap and bring him out of retirement, but not special.","| Original Score: B-
                
                |","Nov 5, 2015"
Peter Canavese,Groucho Reviews,"The Craig Bonds...continue...questioning the dark and destructive psychology of this masculine icon, this preternaturally skilled but insanely reckless secret agent--his greatest secrets being his own hurt and loss and loneliness.","| Original Score: 3/4
                
                |","Nov 5, 2015"
Josh Bell,Las Vegas Weekly,Succeeds mainly as a series of dazzling set pieces connected by a thin plot.,"| Original Score: 3/5
                
                |","Nov 4, 2015"
Roger Moore,Movie Nation,More proof that James Bonds never exit the stage gracefully.,"| Original Score: 2/4
                
                |","Nov 4, 2015"
CJ Johnson,Film Mafia,"Contemplative ... This is one of the ""romance ones"", and that romance is the film's strongest element ... Seydoux gives the film's best performance ... every time [Craig] shares a scene with her, his game lifts noticeably. She brings out the best in him.","| Original Score: 4/5
                
                |","Nov 4, 2015"
Cary Darling,Fort Worth Star-Telegram/DFW.com,Shaken? Stirred? The trouble with Spectre is that it's neither. All the expected ingredients are there...but they never distill into a whole greater than the sum of their predictable parts.,"Full Review
                
                
                    | Original Score: 2.5/5
                
                |","Nov 4, 2015"
Alejandro G. Calvo,Sensacine,"Even though the movie is perfectly shot, it gradually feels like more of the same thing. [Full review in Spanish]",|,"Nov 4, 2015"
Michael Heaton,Cleveland Plain Dealer,"Besides Craig, the real star in Spectre is director Mendes, who has found the perfect emotional tone this time out.","| Original Score: A
                
                |","Nov 4, 2015"
Norman Wilner,NOW Toronto,"The opening sequence, set against the chaotic sprawl of Mexico City on the Day of the Dead, is technically impeccable and immediately involving. But then there's the franchise's less appealing baggage.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Nov 4, 2015"
Rene Rodriguez,Miami Herald,"Familiarity is not without its pleasures. But Spectre is so confused and inert that Craig can't even sell the signature ""Bond. James Bond"" and ""Shaken, not stirred"" lines.","Full Review
                
                
                    | Original Score: 2/4
                
                |","Nov 4, 2015"
Kirk Honeycutt,honeycuttshollywood.com,You enjoy 'Spectre' but don't thrill to it as you did the valedictory yet refreshing 'Skyfall.',"| Original Score: 7
                
                |","Nov 4, 2015"
Tony Hicks,San Jose Mercury News,"Whether Craig has another Bond chapter in him, or producers are ready to move on with another actor, one thing is clear: The 007 franchise is in a much better place than when Craig first appeared as Bond in 2006.","| Original Score: 3/4
                
                |","Nov 4, 2015"
Kenneth Turan,Los Angeles Times,"Craig's expression is so unchanging it might as well be chiseled out of stone, and his emotionally uninvolved performance is similarly lacking in nuance.",|,"Nov 4, 2015"
Mara Reinstein,Us Weekly,"Though the rote installment is poised to rake at the box office, it won't leave you shaken or stirred.",|,"Nov 4, 2015"
Vincent Mancini,FilmDrunk,"Despite the fun, pulpy tone, Bond's greatest adversary here is continuity.","| Original Score: C+
                
                |","Nov 4, 2015"
Brian Truitt,USA Today,"Craig continues his fine take on the legendary icon of books and movies. His Bond lacks the polish of Roger Moore's and Pierce Brosnan's versions, and for the better.","| Original Score: 2.5/4
                
                |","Nov 4, 2015"
Brian Miller,Seattle Weekly,"For depth, these films only require inherited tradition, and that is what keeps the world's most successful movie franchise moving toward its sixth decade. But next time, please: less typing, less remembering, and more running toward the future.",|,"Nov 4, 2015"
Jake Coyle,Associated Press,"Spectre is Craig's fourth Bond movie and his muscular tenure has been defined not just by his full embodiment of the character, but his overall stewardship.",|,"Nov 4, 2015"
Paul Byrnes,Sydney Morning Herald,"Spectre isn't quite as good as the more emotional Skyfall, but it's not far behind.","| Original Score: 4/5
                
                |","Nov 4, 2015"
Peter Travers,Rolling Stone,"Daniel Craig's stated goal was to make Spectre ""better than Skyfall."" Not quite, but it's still party time for Bond fans.","| Original Score: 3.5/4
                
                |","Nov 4, 2015"
Chris Vognar,Dallas Morning News,"Spectre wants to operate as both a grim post-9/11 thriller and a throwback spy yarn, and it succeeds often enough. There's something audacious about positing a massive security and civil liberties threat right in the heart of central government.","| Original Score: B
                
                |","Nov 4, 2015"
Lawrence Toppman,Charlotte Observer,"At the center of the film, like a man trying to pull a donkey out of a peat bog, stands Craig: inexpressive, uninflected and obviously tired.","| Original Score: 1.5/5
                
                |","Nov 4, 2015"
Mick LaSalle,San Francisco Chronicle,"One of the great satisfactions of ""Spectre"" is that, in addition to all the stirring action, and all the timely references to a secret organization ... we get to believe in Bond as a person.","| Original Score: 4/4
                
                |","Nov 4, 2015"
Justin Craig,FoxNews.com,"""Spectre"" feels too much like a franchise in frustrating flux, which has more of a negative than positive effect.","| Original Score: 8/10
                
                |","Nov 4, 2015"
Victoria Alexander,Las Vegas Informer,"Terrific and perfect. Craig delivers a farewell with everything but gratitude now that it's ""supposedly"" over for him.",|,"Nov 4, 2015"
Travis Hopson,Examiner.com,"""Spectre"" plays it safe, and while that familiarity is enjoyable that also keeps it from ascending to the top of the Bond canon.","| Original Score: 3.5/5
                
                |","Nov 4, 2015"
Mark Hughes,Forbes,"[T]op-notch cinema filled with impressive action, breathtaking stunts, splendid visuals, & solid performances. ... [A] worthy sequel that ups the ante from previous films....",|,"Nov 4, 2015"
Joanna Langfield,The Movie Minute,"An action extravaganza of diminishing returns, this Bond chapter left me a little bit shaken, but definitely not stirred.",|,"Nov 3, 2015"
Richard Lawson,Vanity Fair,"There's been so much turgid, meta-talk in Craig's films about Bond's obsolescence; watching Spectre was the first time I actually started to agree with the idea.",|,"Nov 3, 2015"
